data,pedido_id,cliente_id,produto,categoria,preco_unitario,quantidade,custo_unitario,forma_pagamento,estado
2025-01-14,REQ101226,CLI3658,iPhone 14,Eletrônicos,5124.59,2,3581.84,Crédito,MA
2025-01-15,REQ100969,CLI1420,Capa de Celular,Acessórios,146.52,5,78.06,Crédito,ES
2025-01-15,REQ101337,CLI2003,Cadeira Ergonômica,Escritório,521.12,2,273.05,Débito,MS
2025-01-15,REQ101563,CLI8655,Mesa de Centro,Casa,556.95,2,403.53,Débito,GO
2025-01-15,REQ102391,CLI1191,Mesa de Centro,Casa,659.81,1,334.71,Crédito,PA
2025-01-15,REQ102928,CLI7080,Fone de Ouvido Bluetooth,Acessórios,154.15,2,115.32,Crédito,PB
2025-01-16,REQ100498,CLI3787,Fone de Ouvido Bluetooth,Acessórios,98.29,5,65.32,Pix,MS
2025-01-16,REQ101612,CLI7698,Jogo de Panelas,Casa,600.66,2,371.25,Pix,RJ
2025-01-16,REQ102897,CLI8163,Cafeteira Elétrica,Casa,1177.38,2,883.94,Boleto,AC
2025-01-17,REQ101551,CLI3029,Mouse Gamer,Informática,2560.49,2,1649.20,Pix,RO
2025-01-17,REQ102650,CLI3324,Capa de Celular,Acessórios,69.77,5,52.26,Crédito,PI
2025-01-18,REQ100115,CLI9659,Fone de Ouvido Bluetooth,Acessórios,31.76,1,21.16,Pix,MT
2025-01-18,REQ102044,CLI2342,"Monitor 27""",Informática,3991.44,1,2997.52,Pix,RS
2025-01-18,REQ102378,CLI2990,Cadeira Ergonômica,Escritório,132.81,2,98.43,Pix,ES
2025-01-18,REQ102635,CLI6523,Jogo de Panelas,Casa,1101.18,2,602.75,Pix,ES
2025-01-18,REQ102976,CLI5876,Caneta Executiva,Escritório,1268.83,1,782.27,Crédito,MA
2025-01-19,REQ100724,CLI6747,Papel A4 500 fls,Escritório,216.87,2,127.20,Pix,AM
2025-01-19,REQ100849,CLI3666,Jogo de Panelas,Casa,1095.33,2,626.27,Pix,AL
2025-01-19,REQ102767,CLI6160,Jogo de Panelas,Casa,84.87,1,58.56,Pix,MG
2025-01-20,REQ101953,CLI7091,Cabo USB-C,Acessórios,38.05,5,20.85,Pix,CE
2025-01-20,REQ102343,CLI1200,Película de Vidro,Acessórios,182.54,1,104.47,Débito,AM
2025-01-21,REQ102110,CLI9539,Jogo de Panelas,Casa,463.54,1,259.57,Crédito,SP
2025-01-22,REQ100375,CLI9434,Capa de Celular,Acessórios,159.90,1,107.87,Pix,SE
2025-01-22,REQ100512,CLI3808,Smartphone Galaxy S23,Eletrônicos,3702.06,2,2034.19,Boleto,MG
2025-01-22,REQ101402,CLI8313,Luminária LED,Casa,163.83,1,129.41,Boleto,ES
2025-01-23,REQ100486,CLI6991,Cadeira Ergonômica,Escritório,626.06,1,484.42,Crédito,GO
2025-01-23,REQ100596,CLI6203,Película de Vidro,Acessórios,197.02,3,144.96,Débito,PI
2025-01-23,REQ100655,CLI3321,Console PlayStation 5,Eletrônicos,3581.97,2,2234.38,Pix,TO
2025-01-23,REQ100668,CLI6128,Cabo USB-C,Acessórios,52.05,3,36.90,Pix,SE
2025-01-23,REQ100822,CLI5646,Capa de Celular,Acessórios,198.61,5,136.99,Crédito,SC
2025-01-23,REQ101862,CLI4325,Notebook Dell Inspiron,Informática,3312.07,1,2206.46,Pix,BA
2025-01-23,REQ102538,CLI7215,Capa de Celular,Acessórios,228.57,4,166.75,Pix,PR
2025-01-24,REQ100348,CLI8196,Cabo USB-C,Acessórios,205.13,2,149.35,Crédito,PE
2025-01-24,REQ100504,CLI4461,Carregador Portátil,Acessórios,228.68,2,131.02,Pix,RS
2025-01-24,REQ100615,CLI6451,Capa de Celular,Acessórios,164.07,4,121.12,Pix,CE
2025-01-24,REQ100986,CLI5577,Organizador de Mesa,Escritório,335.27,1,258.81,Pix,CE
2025-01-24,REQ102731,CLI7883,Console PlayStation 5,Eletrônicos,5786.32,2,2989.78,Crédito,MA
2025-01-25,REQ100428,CLI6527,Película de Vidro,Acessórios,228.61,3,161.76,Crédito,PR
2025-01-26,REQ102092,CLI3194,Fone de Ouvido Bluetooth,Acessórios,63.68,1,36.07,Crédito,ES
2025-01-27,REQ100344,CLI2851,Organizador de Mesa,Escritório,404.21,1,264.98,Débito,DF
2025-01-27,REQ100758,CLI9319,Luminária LED,Casa,790.55,2,617.90,Crédito,SC
2025-01-27,REQ100984,CLI5187,Cabo USB-C,Acessórios,71.64,2,53.71,Boleto,CE
2025-01-28,REQ100983,CLI8314,Suporte para Notebook,Escritório,1211.76,2,699.37,Pix,RJ
2025-01-28,REQ101371,CLI1764,"Monitor 27""",Informática,3120.72,2,2138.07,Pix,BA
2025-01-29,REQ100179,CLI3368,Notebook Dell Inspiron,Informática,3330.80,1,1752.58,Crédito,SE
2025-01-29,REQ100433,CLI5796,Caneta Executiva,Escritório,476.71,2,288.52,Pix,SP
2025-01-29,REQ101221,CLI7047,Jogo de Panelas,Casa,937.75,2,516.05,Pix,SP
2025-01-29,REQ101333,CLI3344,Caneta Executiva,Escritório,1382.58,1,771.97,Crédito,TO
2025-01-30,REQ100253,CLI8527,Mouse Gamer,Informática,1863.66,2,1275.11,Pix,MT
2025-01-30,REQ102516,CLI1964,Carregador Portátil,Acessórios,205.98,5,120.89,Débito,DF
2025-01-30,REQ102703,CLI4441,iPhone 14,Eletrônicos,6053.47,1,3561.75,Crédito,PE
2025-01-31,REQ100255,CLI4587,Fone de Ouvido Bluetooth,Acessórios,241.21,1,122.35,Débito,SE
2025-01-31,REQ102701,CLI8829,Fone de Ouvido Bluetooth,Acessórios,195.95,5,154.18,Crédito,RO
2025-02-01,REQ102850,CLI2512,Console PlayStation 5,Eletrônicos,6677.03,1,5239.10,Débito,MA
2025-02-03,REQ100080,CLI4237,Mouse Gamer,Informática,2904.77,2,1648.36,Crédito,TO
2025-02-03,REQ102630,CLI7157,Fone de Ouvido Bluetooth,Acessórios,113.92,4,87.46,Crédito,MT
2025-02-03,REQ102973,CLI8323,Fone de Ouvido Bluetooth,Acessórios,202.56,2,126.18,Pix,MS
2025-02-04,REQ100125,CLI5090,Película de Vidro,Acessórios,24.13,5,18.74,Crédito,RR
2025-02-04,REQ102055,CLI2167,Fone de Ouvido Bluetooth,Acessórios,96.62,4,76.50,Pix,PA
2025-02-05,REQ100352,CLI7208,Mouse Gamer,Informática,715.66,2,394.92,Crédito,AC
2025-02-05,REQ101310,CLI9501,Carregador Portátil,Acessórios,137.67,2,109.89,Crédito,RN
2025-02-05,REQ101419,CLI6387,Carregador Portátil,Acessórios,77.85,3,60.91,Pix,RS
2025-02-05,REQ101564,CLI1360,Fone de Ouvido Bluetooth,Acessórios,231.57,5,116.20,Pix,AM
2025-02-05,REQ102836,CLI8364,Capa de Celular,Acessórios,197.95,4,137.24,Pix,AM
2025-02-06,REQ101556,CLI2627,Cabo USB-C,Acessórios,204.21,3,112.81,Crédito,AC
2025-02-06,REQ101617,CLI6396,Película de Vidro,Acessórios,42.94,2,30.69,Pix,RJ
2025-02-06,REQ101756,CLI1205,Mouse Gamer,Informática,2419.67,1,1804.35,Boleto,PA
2025-02-06,REQ102215,CLI8030,Jogo de Panelas,Casa,1132.14,2,679.48,Pix,AL
2025-02-06,REQ102408,CLI5098,Capa de Celular,Acessórios,22.08,2,16.78,Boleto,MA
2025-02-07,REQ100217,CLI2902,Mouse Gamer,Informática,1844.58,2,963.45,Pix,MT
2025-02-08,REQ100531,CLI2259,Organizador de Mesa,Escritório,310.83,1,184.68,Pix,RR
2025-02-08,REQ100818,CLI4632,"Smart TV 55""",Eletrônicos,4951.70,1,2779.06,Crédito,PA
2025-02-08,REQ101801,CLI2520,Tablet iPad Air,Eletrônicos,3377.49,1,2500.32,Débito,RS
2025-02-08,REQ101804,CLI8368,Cadeira Ergonômica,Escritório,849.90,1,491.25,Pix,PR
2025-02-08,REQ102622,CLI4236,Cadeira Ergonômica,Escritório,1444.92,2,1042.61,Boleto,MS
2025-02-09,REQ100264,CLI7627,Fone de Ouvido Bluetooth,Acessórios,140.26,5,97.38,Pix,PI
2025-02-09,REQ100953,CLI1389,Luminária LED,Casa,152.59,1,121.07,Boleto,PI
2025-02-09,REQ102679,CLI3965,Cabo USB-C,Acessórios,49.33,2,32.03,Crédito,DF
2025-02-10,REQ101408,CLI3739,Luminária LED,Casa,444.56,2,236.42,Pix,SC
2025-02-11,REQ101141,CLI6891,Cabo USB-C,Acessórios,234.54,5,122.46,Crédito,RJ
2025-02-11,REQ101487,CLI2753,Carregador Portátil,Acessórios,78.97,3,62.84,Crédito,AP
2025-02-11,REQ102773,CLI7510,Suporte para Notebook,Escritório,1420.91,2,778.48,Pix,CE
2025-02-12,REQ101155,CLI2023,"Smart TV 55""",Eletrônicos,3789.39,1,2858.28,Boleto,BA
2025-02-12,REQ101555,CLI2956,Cabo USB-C,Acessórios,216.27,1,127.28,Pix,AP
2025-02-12,REQ101718,CLI7423,Película de Vidro,Acessórios,197.05,5,157.22,Crédito,AM
2025-02-13,REQ100424,CLI9656,Teclado Mecânico,Informática,1349.53,1,859.78,Pix,MT
2025-02-13,REQ100456,CLI3877,Fone de Ouvido Bluetooth,Acessórios,204.69,1,137.92,Pix,CE
2025-02-13,REQ100637,CLI9159,Cabo USB-C,Acessórios,59.25,4,38.97,Débito,ES
2025-02-13,REQ100730,CLI1979,Tablet iPad Air,Eletrônicos,2734.81,2,1685.25,Pix,TO
2025-02-13,REQ101658,CLI9618,Cadeira Ergonômica,Escritório,403.83,2,274.08,Pix,RJ
2025-02-13,REQ102114,CLI8976,Película de Vidro,Acessórios,196.73,3,150.92,Débito,MT
2025-02-13,REQ102392,CLI9786,Capa de Celular,Acessórios,89.91,3,45.88,Pix,AL
2025-02-13,REQ102570,CLI7009,Cabo USB-C,Acessórios,109.85,4,83.97,Crédito,RS
2025-02-14,REQ101219,CLI2421,Notebook Dell Inspiron,Informática,2300.61,1,1165.34,Pix,PB
2025-02-15,REQ100623,CLI9950,Mesa de Centro,Casa,82.56,1,60.63,Crédito,PE
2025-02-15,REQ101341,CLI8686,"Smart TV 55""",Eletrônicos,3634.51,1,1877.03,Pix,RN
2025-02-15,REQ101962,CLI6961,Caneta Executiva,Escritório,572.18,1,398.65,Boleto,SC
2025-02-15,REQ102144,CLI3864,Jogo de Panelas,Casa,837.02,2,666.88,Boleto,MS
2025-02-15,REQ102258,CLI7468,"Monitor 27""",Informática,2909.04,1,2226.58,Boleto,BA
2025-02-16,REQ100015,CLI4803,iPhone 14,Eletrônicos,2569.28,1,1857.53,Crédito,PE
2025-02-16,REQ100076,CLI4760,Teclado Mecânico,Informática,414.45,1,266.82,Boleto,ES
2025-02-16,REQ102246,CLI3077,Teclado Mecânico,Informática,4157.86,1,3278.61,Crédito,RJ
2025-02-17,REQ100529,CLI4110,Jogo de Panelas,Casa,197.62,2,114.51,Crédito,MG
2025-02-17,REQ101526,CLI3010,Película de Vidro,Acessórios,195.34,5,142.68,Pix,SC
2025-02-18,REQ100270,CLI3877,Cabo USB-C,Acessórios,61.03,1,39.72,Crédito,SC
2025-02-18,REQ100912,CLI3099,SSD 1TB,Informática,1771.21,1,1050.22,Crédito,PR
2025-02-18,REQ102273,CLI5652,Organizador de Mesa,Escritório,167.88,1,102.21,Crédito,GO
2025-02-18,REQ102452,CLI2897,Fone de Ouvido Bluetooth,Acessórios,43.77,1,22.92,Pix,GO
2025-02-19,REQ101138,CLI2236,Carregador Portátil,Acessórios,146.23,2,102.39,Pix,MS
2025-02-20,REQ100520,CLI1696,Notebook Dell Inspiron,Informática,2904.96,2,1649.93,Pix,GO
2025-02-20,REQ101175,CLI1291,Carregador Portátil,Acessórios,192.12,3,131.05,Pix,SE
2025-02-20,REQ101463,CLI8897,Papel A4 500 fls,Escritório,1032.89,1,731.17,Débito,DF
2025-02-20,REQ102539,CLI6231,Capa de Celular,Acessórios,98.79,3,69.66,Pix,RS
2025-02-20,REQ102997,CLI4632,Teclado Mecânico,Informática,622.33,2,390.32,Pix,AC
2025-02-21,REQ102513,CLI7600,Luminária LED,Casa,975.00,1,649.27,Pix,DF
2025-02-22,REQ100471,CLI6085,Mesa de Centro,Casa,741.67,1,409.68,Pix,PR
2025-02-22,REQ100788,CLI2820,Tablet iPad Air,Eletrônicos,6840.44,2,3765.72,Pix,MS
2025-02-22,REQ101199,CLI8380,Notebook Dell Inspiron,Informática,1198.13,1,813.15,Crédito,MS
2025-02-22,REQ101439,CLI4216,Smartphone Galaxy S23,Eletrônicos,3835.86,2,2561.30,Pix,AM
2025-02-22,REQ101572,CLI4705,Fone de Ouvido Bluetooth,Acessórios,84.11,3,65.54,Crédito,RS
2025-02-22,REQ102203,CLI9163,Capa de Celular,Acessórios,132.11,4,98.57,Crédito,PE
2025-02-23,REQ100442,CLI1730,Jogo de Panelas,Casa,573.12,2,347.47,Pix,AM
2025-02-23,REQ102734,CLI2511,Jogo de Panelas,Casa,865.74,2,441.36,Pix,GO
2025-02-24,REQ100034,CLI9778,Carregador Portátil,Acessórios,206.09,2,160.39,Pix,SP
2025-02-24,REQ100540,CLI6470,SSD 1TB,Informática,1955.59,1,1359.73,Crédito,AL
2025-02-24,REQ100924,CLI2978,Película de Vidro,Acessórios,86.42,4,54.14,Débito,AP
2025-02-25,REQ100872,CLI3710,Mouse Gamer,Informática,423.66,2,275.15,Crédito,PI
2025-02-25,REQ102483,CLI6927,Cadeira Ergonômica,Escritório,1425.44,2,719.26,Crédito,AC
2025-02-26,REQ100011,CLI9782,Carregador Portátil,Acessórios,163.45,5,108.89,Crédito,SC
2025-02-26,REQ100289,CLI5281,Carregador Portátil,Acessórios,83.87,4,64.07,Pix,AL
2025-02-26,REQ101105,CLI5680,Fone de Ouvido Bluetooth,Acessórios,168.22,5,105.36,Pix,SE
2025-02-26,REQ101750,CLI2919,Cabo USB-C,Acessórios,115.07,4,90.97,Crédito,AM
2025-02-26,REQ101952,CLI2289,Jogo de Panelas,Casa,131.08,2,92.57,Pix,MA
2025-02-26,REQ102808,CLI8828,Papel A4 500 fls,Escritório,245.98,2,148.84,Pix,RS
2025-02-27,REQ100579,CLI2260,Fritadeira Air Fryer,Casa,241.66,1,158.94,Pix,PE
2025-02-27,REQ100681,CLI5868,Console PlayStation 5,Eletrônicos,4996.30,2,3560.08,Crédito,PA
2025-02-27,REQ100728,CLI8315,"Monitor 27""",Informática,2838.35,2,1601.63,Crédito,BA
2025-02-27,REQ101982,CLI6398,Papel A4 500 fls,Escritório,267.97,2,203.67,Pix,RN
2025-02-28,REQ101541,CLI9383,Fritadeira Air Fryer,Casa,398.26,1,292.29,Pix,AM
2025-02-28,REQ101981,CLI3670,Carregador Portátil,Acessórios,214.36,5,156.68,Crédito,MS
2025-03-01,REQ101559,CLI9515,Smartphone Galaxy S23,Eletrônicos,5374.67,2,3833.40,Pix,RR
2025-03-02,REQ100040,CLI8695,Cafeteira Elétrica,Casa,1152.94,2,795.91,Crédito,MG
2025-03-02,REQ101998,CLI6336,Carregador Portátil,Acessórios,125.81,3,81.55,Pix,MA
2025-03-03,REQ100201,CLI8865,Carregador Portátil,Acessórios,165.21,5,119.41,Pix,PI
2025-03-03,REQ101513,CLI4911,Cafeteira Elétrica,Casa,535.74,2,342.29,Boleto,AC
2025-03-03,REQ102264,CLI7279,Capa de Celular,Acessórios,150.48,5,79.27,Crédito,AL
2025-03-03,REQ102534,CLI2079,Capa de Celular,Acessórios,64.37,4,49.92,Pix,MA
2025-03-04,REQ100390,CLI1684,Jogo de Panelas,Casa,1101.36,1,750.59,Boleto,MS
2025-03-04,REQ101636,CLI2007,Organizador de Mesa,Escritório,472.55,2,294.09,Pix,AL
2025-03-05,REQ102133,CLI5281,Tablet iPad Air,Eletrônicos,4002.88,2,2277.40,Boleto,MG
2025-03-05,REQ102461,CLI9472,Fone de Ouvido Bluetooth,Acessórios,132.05,3,105.33,Pix,MT
2025-03-06,REQ100484,CLI5420,Fone de Ouvido Bluetooth,Acessórios,247.80,1,164.20,Pix,RJ
2025-03-06,REQ101452,CLI4875,Luminária LED,Casa,470.92,2,237.47,Pix,ES
2025-03-06,REQ101488,CLI6464,Tablet iPad Air,Eletrônicos,2956.83,2,1780.31,Pix,RR
2025-03-07,REQ100301,CLI7175,Organizador de Mesa,Escritório,473.95,2,253.64,Pix,MG
2025-03-07,REQ101387,CLI3803,Caneta Executiva,Escritório,127.17,1,97.24,Pix,SC
2025-03-07,REQ101536,CLI2312,Tablet iPad Air,Eletrônicos,5431.92,2,3112.01,Crédito,MG
2025-03-07,REQ101715,CLI7655,"Smart TV 55""",Eletrônicos,5289.26,1,2786.49,Boleto,AP
2025-03-07,REQ102040,CLI6530,Cabo USB-C,Acessórios,209.57,2,137.80,Crédito,SC
2025-03-08,REQ102700,CLI3626,Carregador Portátil,Acessórios,85.32,4,48.50,Boleto,AP
2025-03-09,REQ100601,CLI8404,Cafeteira Elétrica,Casa,773.08,1,399.36,Pix,RS
2025-03-09,REQ101769,CLI5507,Carregador Portátil,Acessórios,97.76,2,73.29,Crédito,RS
2025-03-09,REQ102687,CLI4608,Carregador Portátil,Acessórios,237.76,4,182.58,Crédito,AL
2025-03-10,REQ100137,CLI4230,Cabo USB-C,Acessórios,175.57,4,104.27,Pix,RO
2025-03-10,REQ101266,CLI4618,Capa de Celular,Acessórios,117.45,2,77.88,Crédito,RN
2025-03-10,REQ101416,CLI9481,Tablet iPad Air,Eletrônicos,2826.21,1,1964.61,Crédito,GO
2025-03-10,REQ101813,CLI5802,Carregador Portátil,Acessórios,47.22,4,34.83,Pix,RS
2025-03-10,REQ101928,CLI3169,Capa de Celular,Acessórios,178.74,2,131.17,Pix,AP
2025-03-11,REQ100147,CLI8789,Cabo USB-C,Acessórios,162.20,2,124.77,Pix,RJ
2025-03-11,REQ100670,CLI6217,Cabo USB-C,Acessórios,179.61,3,130.15,Crédito,RR
2025-03-11,REQ102176,CLI6231,"Monitor 27""",Informática,3335.90,2,2228.64,Pix,AC
2025-03-11,REQ102444,CLI4155,SSD 1TB,Informática,2389.67,2,1413.54,Boleto,MT
2025-03-12,REQ102051,CLI1270,Smartphone Galaxy S23,Eletrônicos,6474.74,2,4768.19,Pix,AC
2025-03-13,REQ101037,CLI1506,Fone de Ouvido Bluetooth,Acessórios,155.16,1,106.49,Débito,MG
2025-03-13,REQ102896,CLI7947,Fritadeira Air Fryer,Casa,883.39,2,503.40,Pix,PA
2025-03-14,REQ100734,CLI9632,Cadeira Ergonômica,Escritório,291.99,2,162.92,Crédito,SE
2025-03-15,REQ101851,CLI5061,Fone de Ouvido Bluetooth,Acessórios,163.05,2,93.40,Débito,PA
2025-03-15,REQ101870,CLI3018,SSD 1TB,Informática,1820.65,2,985.78,Pix,AP
2025-03-15,REQ102093,CLI3040,Capa de Celular,Acessórios,47.40,4,27.57,Pix,AP
2025-03-15,REQ102711,CLI9738,Notebook Dell Inspiron,Informática,3025.50,2,1834.63,Crédito,PI
2025-03-16,REQ100108,CLI2752,Cafeteira Elétrica,Casa,678.57,1,455.81,Crédito,SP
2025-03-16,REQ100955,CLI2028,"Monitor 27""",Informática,3509.31,1,2292.01,Crédito,PR
2025-03-16,REQ101005,CLI8125,Fone de Ouvido Bluetooth,Acessórios,135.39,4,70.86,Crédito,PR
2025-03-16,REQ101476,CLI4923,Jogo de Panelas,Casa,603.91,1,469.35,Crédito,PB
2025-03-16,REQ101702,CLI9723,Película de Vidro,Acessórios,95.55,3,47.99,Crédito,RR
2025-03-16,REQ102697,CLI8640,Luminária LED,Casa,472.91,1,261.43,Crédito,MS
2025-03-16,REQ102946,CLI5969,Cafeteira Elétrica,Casa,536.89,2,295.59,Pix,AP
2025-03-17,REQ100148,CLI3242,SSD 1TB,Informática,189.41,2,131.05,Pix,AL
2025-03-17,REQ101888,CLI6219,Suporte para Notebook,Escritório,1128.00,2,653.01,Crédito,SC
2025-03-18,REQ100694,CLI2476,Mouse Gamer,Informática,3996.86,1,2852.47,Débito,RO
2025-03-18,REQ100791,CLI4792,Organizador de Mesa,Escritório,1099.93,2,706.63,Crédito,CE
2025-03-18,REQ100918,CLI1191,Mesa de Centro,Casa,233.06,2,129.70,Crédito,MT
2025-03-18,REQ100934,CLI1171,Cafeteira Elétrica,Casa,463.74,2,340.09,Débito,MT
2025-03-18,REQ101249,CLI2614,Película de Vidro,Acessórios,41.96,4,27.57,Crédito,AC
2025-03-19,REQ102232,CLI7293,Carregador Portátil,Acessórios,236.94,2,169.90,Pix,SC
2025-03-20,REQ100448,CLI1443,Fone de Ouvido Bluetooth,Acessórios,247.89,5,165.02,Crédito,RN
2025-03-20,REQ100562,CLI9140,Teclado Mecânico,Informática,442.84,2,334.04,Pix,RO
2025-03-20,REQ100880,CLI1334,Mouse Gamer,Informática,830.69,2,492.42,Pix,SC
2025-03-20,REQ101115,CLI7645,Cadeira Ergonômica,Escritório,1284.63,2,705.66,Pix,BA
2025-03-20,REQ101153,CLI3516,Fritadeira Air Fryer,Casa,684.47,1,534.07,Boleto,SC
2025-03-20,REQ101435,CLI4641,Capa de Celular,Acessórios,227.01,3,117.62,Pix,AL
2025-03-20,REQ101499,CLI2524,Película de Vidro,Acessórios,59.91,3,38.41,Crédito,AL
2025-03-20,REQ102576,CLI7947,Carregador Portátil,Acessórios,92.82,2,63.11,Débito,SC
2025-03-21,REQ100206,CLI8249,Organizador de Mesa,Escritório,778.15,2,413.68,Boleto,AL
2025-03-21,REQ101398,CLI7219,Capa de Celular,Acessórios,53.67,4,39.50,Crédito,PR
2025-03-21,REQ101921,CLI1218,SSD 1TB,Informática,1814.43,1,999.75,Pix,PB
2025-03-22,REQ100771,CLI1435,Película de Vidro,Acessórios,139.68,1,101.56,Débito,PB
2025-03-22,REQ100948,CLI6823,Fritadeira Air Fryer,Casa,769.41,1,470.77,Pix,BA
2025-03-22,REQ101094,CLI1213,Caneta Executiva,Escritório,162.89,1,83.24,Crédito,MA
2025-03-22,REQ101835,CLI7271,Película de Vidro,Acessórios,132.15,1,85.10,Crédito,MT
2025-03-22,REQ102118,CLI8787,Capa de Celular,Acessórios,124.37,2,87.97,Crédito,PE
2025-03-23,REQ102721,CLI6157,Tablet iPad Air,Eletrônicos,3811.08,2,2529.40,Boleto,AL
2025-03-24,REQ100434,CLI6753,iPhone 14,Eletrônicos,3253.65,2,1957.74,Pix,SE
2025-03-25,REQ100001,CLI3745,Carregador Portátil,Acessórios,74.78,5,47.64,Pix,AL
2025-03-25,REQ100211,CLI5253,Cabo USB-C,Acessórios,83.54,4,44.44,Pix,PB
2025-03-25,REQ100667,CLI9160,Capa de Celular,Acessórios,149.64,1,100.89,Pix,MT
2025-03-25,REQ101302,CLI2342,"Smart TV 55""",Eletrônicos,5009.09,1,3398.12,Crédito,DF
2025-03-25,REQ102056,CLI7995,Capa de Celular,Acessórios,222.37,1,115.40,Boleto,BA
2025-03-26,REQ101250,CLI8490,Mesa de Centro,Casa,504.67,1,391.74,Boleto,SC
2025-03-26,REQ101292,CLI1634,Luminária LED,Casa,771.47,2,580.06,Pix,PA
2025-03-26,REQ102041,CLI4036,Papel A4 500 fls,Escritório,941.34,1,639.29,Crédito,AL
2025-03-26,REQ102953,CLI8638,Carregador Portátil,Acessórios,231.37,4,148.14,Crédito,TO
2025-03-27,REQ100311,CLI4801,Película de Vidro,Acessórios,134.36,5,107.33,Crédito,PE
2025-03-27,REQ100926,CLI6782,"Monitor 27""",Informática,4148.58,1,2678.62,Crédito,PI
2025-03-27,REQ101767,CLI2879,Fone de Ouvido Bluetooth,Acessórios,41.29,4,28.65,Pix,PA
2025-03-27,REQ102821,CLI8744,Fone de Ouvido Bluetooth,Acessórios,189.37,3,127.56,Pix,CE
2025-03-28,REQ100177,CLI5386,Fritadeira Air Fryer,Casa,590.95,1,328.34,Crédito,DF
2025-03-28,REQ100263,CLI8128,Capa de Celular,Acessórios,135.62,3,98.56,Pix,AL
2025-03-28,REQ100526,CLI9887,Suporte para Notebook,Escritório,356.95,1,181.22,Crédito,MS
2025-03-28,REQ100884,CLI4988,Fritadeira Air Fryer,Casa,502.26,1,328.29,Boleto,RN
2025-03-28,REQ100902,CLI5718,Cabo USB-C,Acessórios,112.92,2,76.57,Pix,MG
2025-03-28,REQ102372,CLI3714,Carregador Portátil,Acessórios,63.91,2,46.91,Pix,RS
2025-03-28,REQ102579,CLI1786,Mesa de Centro,Casa,604.79,2,322.28,Pix,ES
2025-03-28,REQ102690,CLI4058,Mouse Gamer,Informática,2207.50,2,1432.00,Crédito,GO
2025-03-29,REQ101083,CLI2423,Fone de Ouvido Bluetooth,Acessórios,35.41,5,27.29,Pix,PI
2025-03-30,REQ100225,CLI4184,Notebook Dell Inspiron,Informática,1121.02,1,707.41,Crédito,RO
2025-03-30,REQ100937,CLI4527,Película de Vidro,Acessórios,58.03,3,29.72,Pix,RJ
2025-03-30,REQ101147,CLI7216,Caneta Executiva,Escritório,1020.26,2,758.32,Crédito,PE
2025-03-30,REQ101149,CLI5541,Papel A4 500 fls,Escritório,1409.31,2,1041.18,Crédito,AC
2025-03-30,REQ101395,CLI2301,SSD 1TB,Informática,1086.71,1,766.63,Crédito,AC
2025-03-30,REQ101892,CLI8518,Luminária LED,Casa,425.91,1,296.84,Pix,AC
2025-03-30,REQ102455,CLI7435,Papel A4 500 fls,Escritório,1173.89,1,658.35,Pix,RR
2025-03-31,REQ100883,CLI4065,Luminária LED,Casa,612.94,1,373.03,Crédito,ES
2025-03-31,REQ100970,CLI1145,Tablet iPad Air,Eletrônicos,5711.99,2,2910.42,Pix,AC
2025-03-31,REQ101294,CLI9398,Carregador Portátil,Acessórios,216.25,2,153.20,Crédito,TO
2025-03-31,REQ101681,CLI2743,Caneta Executiva,Escritório,1308.68,2,1036.99,Pix,PB
2025-03-31,REQ101779,CLI6218,Luminária LED,Casa,1050.95,2,821.00,Pix,AM
2025-03-31,REQ102023,CLI9465,Película de Vidro,Acessórios,64.82,3,37.21,Boleto,SE
2025-03-31,REQ102501,CLI2772,Jogo de Panelas,Casa,714.43,1,425.37,Crédito,PA
2025-04-01,REQ100220,CLI9552,Fritadeira Air Fryer,Casa,325.28,2,212.57,Boleto,DF
2025-04-01,REQ100723,CLI4790,Carregador Portátil,Acessórios,141.79,3,71.80,Crédito,TO
2025-04-01,REQ100940,CLI9660,Jogo de Panelas,Casa,607.86,2,400.17,Pix,MA
2025-04-01,REQ102298,CLI4530,Capa de Celular,Acessórios,90.42,4,48.96,Crédito,CE
2025-04-02,REQ101554,CLI2668,Cafeteira Elétrica,Casa,617.96,1,324.14,Crédito,BA
2025-04-02,REQ102429,CLI9092,Console PlayStation 5,Eletrônicos,6559.01,1,4925.47,Débito,GO
2025-04-03,REQ100765,CLI1921,Organizador de Mesa,Escritório,388.90,2,275.68,Pix,AM
2025-04-03,REQ101660,CLI4183,Cafeteira Elétrica,Casa,236.44,1,175.32,Crédito,MT
2025-04-04,REQ100240,CLI2254,Película de Vidro,Acessórios,142.41,1,83.85,Crédito,RR
2025-04-04,REQ100355,CLI3753,Console PlayStation 5,Eletrônicos,3357.27,1,2045.82,Crédito,PE
2025-04-04,REQ100707,CLI7386,Película de Vidro,Acessórios,34.12,2,21.47,Pix,DF
2025-04-04,REQ101069,CLI7950,Película de Vidro,Acessórios,98.53,5,69.10,Crédito,MT
2025-04-04,REQ101321,CLI7533,Mouse Gamer,Informática,1134.92,2,571.28,Pix,SE
2025-04-04,REQ102081,CLI9416,Capa de Celular,Acessórios,37.01,4,21.63,Crédito,RJ
2025-04-04,REQ102571,CLI9152,Luminária LED,Casa,817.36,1,638.29,Pix,RS
2025-04-04,REQ102658,CLI7633,Carregador Portátil,Acessórios,57.43,5,44.50,Crédito,ES
